timestamp,pod_name,container_name,cpu_actual,cpu_capped
2023-03-29 13:52:06.692652,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:06.692652,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:09.752456,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:09.752456,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:12.812702,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:12.812702,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:15.87286,pod-compression-yd55r1wo,,0.3,0.3
2023-03-29 13:52:15.87286,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:18.93085,pod-compression-yd55r1wo,,0.3,0.3
2023-03-29 13:52:18.93085,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:21.992998,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:21.992998,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:25.052702,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:25.052702,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:28.112692,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:28.112692,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:06.692652,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:09.752456,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:12.812702,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:15.87286,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:18.93085,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:21.992998,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:25.052702,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:28.112692,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:31.172569,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:31.172569,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:34.269243,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:34.269243,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:37.331767,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:37.331767,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:40.392701,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:40.392701,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:43.449984,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:43.449984,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:46.509616,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:46.509616,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:49.571233,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:49.571233,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:52.632449,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:52.632449,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:55.692956,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:55.692956,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:58.753039,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:52:58.753039,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:52:31.172569,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:34.269243,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:37.331767,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:40.392701,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:43.449984,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:46.509616,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:49.571233,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:52.632449,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:55.692956,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:52:58.753039,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:01.812698,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:01.812698,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:04.901707,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:04.901707,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:07.96223,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:07.96223,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:11.020695,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:11.020695,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:14.079067,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:14.079067,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:17.140513,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:17.140513,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:20.200223,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:20.200223,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:23.258614,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:23.258614,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:26.31854,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:26.31854,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:29.378044,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:29.378044,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:01.812698,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:04.901707,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:07.96223,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:11.020695,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:14.079067,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:17.140513,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:20.200223,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:23.258614,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:26.31854,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:29.378044,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:32.436701,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:32.436701,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:35.531554,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:35.531554,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:38.592614,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:38.592614,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:41.653028,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:41.653028,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:44.709918,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:44.709918,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:47.769524,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:47.769524,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:50.829558,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:50.829558,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:53.889694,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:53.889694,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:56.949205,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:53:56.949205,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:53:32.436701,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:35.531554,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:38.592614,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:41.653028,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:44.709918,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:47.769524,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:50.829558,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:53.889694,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:53:56.949205,pod-dynamic-html-s0miwn2d,,0.2,0.2
2023-03-29 13:54:00.010844,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:00.010844,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:03.103767,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:03.103767,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:06.167784,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:06.167784,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:09.228009,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:09.228009,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:12.287332,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:12.287332,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:15.3471,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:15.3471,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:18.406948,pod-compression-yd55r1wo,,0.2,0.2
2023-03-29 13:54:18.406948,pod-thumbnailer-46v59c62,,0.2,0.2
2023-03-29 13:54:21.469221,pod-compression-yd55r1wo,,0.2,0.2
