timestamp,node,function,pod,namespace,cores,requests,limits,community
2023-03-23 17:16:15.148,ea-k3s-node-us-east-2-1,"",delay-discovery-xqfjd,default,0,0,0,""
2023-03-23 17:16:15.34751,k3s-master,"",traefik-7f48667fb9-rl7bp,kube-system,4,0,0,""
2023-03-23 17:16:15.549887,k3s-master,"",podscale-controller-57f68c67fc-rg75d,kube-system,3,100,200,""
2023-03-23 17:16:15.748518,k3s-master,"",coredns-5b5bf59798-rrl28,kube-system,4,0,0,""
2023-03-23 17:16:15.948146,ea-k3s-node-us-east-2-2,"",allocation-algorithm-97d776676-lrw7m,default,1,500,1000,""
2023-03-23 17:16:16.148605,ea-k3s-node-us-east-2-2,"",dispatcher-w82xl,default,1,0,0,""
2023-03-23 17:16:16.347615,ea-k3s-node-us-east-2-1,"",edge-system-controller-847d657d8b-gdkm7,kube-system,1,100,200,""
2023-03-23 17:16:16.548058,k3s-master,"",local-path-provisioner-79c4646df5-njm4n,kube-system,2,0,0,""
2023-03-23 17:16:16.748297,ea-k3s-node-us-east-2-1,"",svclb-traefik-b72wc,kube-system,0,0,0,""
2023-03-23 17:16:16.948036,k3s-master,"",monitoring-747bdc64bc-q42kt,default,0,0,0,""
2023-03-23 17:16:17.147574,k3s-master,"",dispatcher-548rq,default,1,0,0,""
2023-03-23 17:16:17.348543,ea-k3s-node-us-east-2-3,"",slpa-algorithm-76cd7d9b97-h9nqt,default,1,100,200,""
2023-03-23 17:16:17.548052,ea-k3s-node-us-east-2-1,"",dispatcher-hfr7n,default,1,0,0,""
2023-03-23 17:16:22.550987,ea-k3s-node-us-east-2-1,"",svclb-traefik-b72wc,kube-system,0,0,0,""
2023-03-23 17:16:22.552453,k3s-master,"",local-path-provisioner-79c4646df5-njm4n,kube-system,2,0,0,""
2023-03-23 17:16:22.553723,k3s-master,"",dispatcher-548rq,default,1,0,0,""
2023-03-23 17:16:22.554934,ea-k3s-node-us-east-2-3,"",slpa-algorithm-76cd7d9b97-h9nqt,default,1,100,200,""
2023-03-23 17:16:22.556176,k3s-master,"",monitoring-747bdc64bc-q42kt,default,0,0,0,""
2023-03-23 17:16:22.557376,ea-k3s-node-us-east-2-1,"",dispatcher-hfr7n,default,1,0,0,""
2023-03-23 17:16:22.559936,ea-k3s-node-us-east-2-3,"",svclb-traefik-4llm4,kube-system,0,0,0,""
2023-03-23 17:16:22.562476,ea-k3s-node-us-east-2-1,dynamic-html,dynamic-html-ieyoh54e,openfaas-fn,1,200,200,community-1
2023-03-23 17:16:22.564766,ea-k3s-node-us-east-2-3,"",dispatcher-798zz,default,1,0,0,""
2023-03-23 17:16:22.567036,ea-k3s-node-us-east-2-2,"",delay-discovery-jslrz,default,0,0,0,""
2023-03-23 17:16:22.753022,ea-k3s-node-us-east-2-2,"",svclb-traefik-fj44r,kube-system,0,0,0,""
2023-03-23 17:16:22.952501,k3s-master,"",custom-metrics-apiserver-8586695c47-rcdsh,custom-metrics,4,200,200,""
2023-03-23 17:16:23.153146,k3s-master,"",cpu-monitoring-7bbd5b549b-xxcls,kube-system,17,0,0,""
2023-03-23 17:16:23.353058,ea-k3s-node-us-east-2-1,"",metrics-database-6c5586d74-zlnqr,kube-system,4,0,0,""
2023-03-23 17:16:23.552719,k3s-master,"",community-1-7dddd9c85c-26689,openfaas-fn,1,200,200,""
2023-03-23 17:16:23.752364,ea-k3s-node-us-east-2-1,thumbnailer,thumbnailer-1244ols7,openfaas-fn,1,450,450,community-1
2023-03-23 17:16:23.953008,k3s-master,"",svclb-traefik-vsf6s,kube-system,0,0,0,""
2023-03-23 17:16:24.151349,k3s-master,"",metrics-server-c6799cf48-gksvs,kube-system,5,0,0,""
2023-03-23 17:16:24.351113,k3s-master,"",delay-discovery-7jfjx,default,0,0,0,""
2023-03-23 17:16:24.552662,ea-k3s-node-us-east-2-3,"",delay-discovery-ldml7,default,0,0,0,""
2023-03-23 17:16:24.752757,k3s-master,"",flannel-fixer-deployment-5c468f87f8-vwtlq,kube-system,1,0,0,""
2023-03-23 17:16:24.952462,k3s-master,"",pod-autoscaler-76b6884b54-krs56,kube-system,1,500,500,""
2023-03-23 17:16:25.152249,ea-k3s-node-us-east-2-3,"",workload-5cb5f8bd4d-ht7m4,default,2,0,0,""
2023-03-23 17:16:25.351925,ea-k3s-node-us-east-2-2,"",dispatcher-w82xl,default,1,0,0,""
2023-03-23 17:16:25.552071,ea-k3s-node-us-east-2-1,"",edge-system-controller-847d657d8b-gdkm7,kube-system,1,100,200,""
2023-03-23 17:16:25.952962,ea-k3s-node-us-east-2-1,"",delay-discovery-xqfjd,default,0,0,0,""
2023-03-23 17:16:26.152333,k3s-master,"",traefik-7f48667fb9-rl7bp,kube-system,4,0,0,""
2023-03-23 17:16:26.353028,k3s-master,"",podscale-controller-57f68c67fc-rg75d,kube-system,3,100,200,""
2023-03-23 17:16:26.552459,k3s-master,"",coredns-5b5bf59798-rrl28,kube-system,4,0,0,""
2023-03-23 17:16:26.752539,ea-k3s-node-us-east-2-2,"",allocation-algorithm-97d776676-lrw7m,default,1,500,1000,""
2023-03-23 17:16:31.756592,k3s-master,"",metrics-server-c6799cf48-gksvs,kube-system,5,0,0,""
2023-03-23 17:16:31.759133,k3s-master,"",delay-discovery-7jfjx,default,0,0,0,""
2023-03-23 17:16:31.760539,ea-k3s-node-us-east-2-3,"",delay-discovery-ldml7,default,0,0,0,""
2023-03-23 17:16:31.762564,k3s-master,"",flannel-fixer-deployment-5c468f87f8-vwtlq,kube-system,1,0,0,""
2023-03-23 17:16:31.763823,k3s-master,"",pod-autoscaler-76b6884b54-krs56,kube-system,1,500,500,""
2023-03-23 17:16:31.764996,ea-k3s-node-us-east-2-3,"",workload-5cb5f8bd4d-ht7m4,default,2,0,0,""
2023-03-23 17:16:31.766157,ea-k3s-node-us-east-2-2,"",allocation-algorithm-97d776676-lrw7m,default,1,500,1000,""
2023-03-23 17:16:31.76832,ea-k3s-node-us-east-2-2,"",dispatcher-w82xl,default,1,0,0,""
2023-03-23 17:16:31.770576,ea-k3s-node-us-east-2-1,"",edge-system-controller-847d657d8b-gdkm7,kube-system,1,100,200,""
2023-03-23 17:16:31.956073,ea-k3s-node-us-east-2-1,"",delay-discovery-xqfjd,default,0,0,0,""
2023-03-23 17:16:32.155494,k3s-master,"",traefik-7f48667fb9-rl7bp,kube-system,4,0,0,""
2023-03-23 17:16:32.355654,k3s-master,"",podscale-controller-57f68c67fc-rg75d,kube-system,3,100,200,""
2023-03-23 17:16:32.556351,k3s-master,"",coredns-5b5bf59798-rrl28,kube-system,4,0,0,""
2023-03-23 17:16:32.757879,ea-k3s-node-us-east-2-1,"",svclb-traefik-b72wc,kube-system,0,0,0,""
2023-03-23 17:16:32.957509,k3s-master,"",local-path-provisioner-79c4646df5-njm4n,kube-system,2,0,0,""
2023-03-23 17:16:33.157238,k3s-master,"",dispatcher-548rq,default,1,0,0,""
2023-03-23 17:16:33.356732,ea-k3s-node-us-east-2-3,"",slpa-algorithm-76cd7d9b97-h9nqt,default,1,100,200,""
2023-03-23 17:16:33.557333,k3s-master,"",monitoring-747bdc64bc-q42kt,default,0,0,0,""
2023-03-23 17:16:33.756741,ea-k3s-node-us-east-2-1,"",dispatcher-hfr7n,default,3,0,0,""
2023-03-23 17:16:33.957584,ea-k3s-node-us-east-2-3,"",svclb-traefik-4llm4,kube-system,0,0,0,""
