timestamp,pod_name,container_name,cpu_actual,cpu_capped
2023-03-24 18:13:15.966811,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:13:15.966811,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:13:15.966811,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:14:30.567688,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:33.66622,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:36.726721,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:39.789344,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:42.922022,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:45.983933,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:49.045491,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:52.10474,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:55.166584,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:58.229056,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:14:30.567688,pod-dynamic-html-1244ols7,,0.223,0.223
2023-03-24 18:14:33.66622,pod-dynamic-html-1244ols7,,0.223,0.223
2023-03-24 18:14:36.726721,pod-dynamic-html-1244ols7,,0.334,0.334
2023-03-24 18:14:39.789344,pod-dynamic-html-1244ols7,,0.334,0.334
2023-03-24 18:14:42.922022,pod-dynamic-html-1244ols7,,0.483,0.483
2023-03-24 18:14:45.983933,pod-dynamic-html-1244ols7,,0.483,0.483
2023-03-24 18:14:49.045491,pod-dynamic-html-1244ols7,,0.476,0.476
2023-03-24 18:14:52.10474,pod-dynamic-html-1244ols7,,0.476,0.476
2023-03-24 18:14:55.166584,pod-dynamic-html-1244ols7,,0.335,0.335
2023-03-24 18:14:58.229056,pod-dynamic-html-1244ols7,,0.335,0.335
2023-03-24 18:14:30.567688,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:33.66622,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:36.726721,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:39.789344,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:42.922022,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:45.983933,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:49.045491,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:52.10474,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:55.166584,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:14:58.229056,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:01.291768,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:04.386657,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:07.446403,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:10.509694,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:13.572108,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:16.635754,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:19.700614,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:22.762315,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:25.824479,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:28.886464,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:01.291768,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:04.386657,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:07.446403,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:10.509694,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:13.572108,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:16.635754,pod-dynamic-html-1244ols7,,0.2,0.2
2023-03-24 18:15:19.700614,pod-dynamic-html-1244ols7,,0.292,0.292
2023-03-24 18:15:22.762315,pod-dynamic-html-1244ols7,,0.292,0.292
2023-03-24 18:15:25.824479,pod-dynamic-html-1244ols7,,0.438,0.438
2023-03-24 18:15:28.886464,pod-dynamic-html-1244ols7,,0.438,0.438
2023-03-24 18:15:01.291768,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:04.386657,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:07.446403,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:10.509694,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:13.572108,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:16.635754,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:19.700614,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:22.762315,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:25.824479,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:28.886464,pod-thumbnailer-k2hh3gdn,,0.2,0.2
2023-03-24 18:15:31.94919,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:35.043239,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:38.107412,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:41.168915,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:44.230194,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:47.293923,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:50.363179,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:53.440568,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:56.519009,pod-compression-ieyoh54e,,0.2,0.2
2023-03-24 18:15:59.598023,pod-compression-ieyoh54e,,0.2,0.2
